WellName,FlowDate,FlowRateAcFtPM,FlowRateCFS,FlowRateGPM
SW0064,2023-05-01,1146.46,,
SW0064,2023-06-01,1365.58,,
SW0064,2023-07-01,1419.04,,
SW0064,2023-08-01,806.95,,
SW0064,2023-09-01,341.58,,
SW0188,2022-10-01,5.7,,
SW0296,2022-10-01,0,,
SW0296,2022-11-01,0,,
SW0296,2022-12-01,0,,
SW0296,2023-01-01,0,,
SW0296,2023-02-01,0,,
SW0296,2023-03-01,0,,
SW0296,2023-04-01,0,,
SW0296,2023-05-01,8.49,,
SW0296,2023-06-01,22.38,,
SW0296,2023-07-01,58.44,,
SW0296,2023-08-01,17.63,,
SW0296,2023-09-01,0,,
SW0122,2022-10-01,1.65,,
SW0122,2022-11-01,0.08,,
SW0122,2022-12-01,0,,
SW0122,2023-01-01,7.65,,
SW0122,2023-02-01,0.12,,
SW0122,2023-03-01,49.15,,
SW0122,2023-04-01,67.05,,
SW0122,2023-05-01,6.58,,
SW0122,2023-06-01,15.04,,
SW0122,2023-07-01,15.62,,
SW0122,2023-08-01,0.88,,
SW0122,2023-09-01,34.52,,
SW0067,2022-10-01,313.74,,
SW0067,2022-11-01,304.4,,
SW0067,2022-12-01,335.86,,
SW0067,2023-01-01,372.57,,
SW0067,2023-02-01,304.57,,
SW0067,2023-03-01,475.92,,
SW0067,2023-04-01,559.81,,
SW0067,2023-05-01,856.4,,
SW0067,2023-06-01,1101.76,,
SW0067,2023-07-01,1694.83,,
SW0067,2023-08-01,2267.4,,
SW0067,2023-09-01,1482.32,,
SW0245,2022-10-01,0,,
SW0245,2022-11-01,0,,
SW0245,2022-12-01,0,,
SW0245,2023-01-01,0,,
SW0245,2023-02-01,0,,
SW0245,2023-03-01,0,,
SW0245,2023-04-01,0,,
SW0245,2023-05-01,0,,
SW0245,2023-06-01,4.51,,
SW0245,2023-07-01,89.94,,
SW0245,2023-08-01,100.68,,
SW0245,2023-09-01,68.67,,
SW0014,2022-10-01,0,,
SW0014,2022-11-01,0,,
SW0014,2022-12-01,0,,
SW0014,2023-01-01,0,,
SW0014,2023-02-01,0,,
SW0014,2023-03-01,38.9,,
SW0014,2023-04-01,146.35,,
SW0014,2023-05-01,262.51,,
SW0014,2023-06-01,275.24,,
SW0014,2023-07-01,332.47,,
SW0014,2023-08-01,190.88,,
SW0014,2023-09-01,125.41,,
SW0206,2022-10-01,0,,
SW0206,2022-11-01,0,,
SW0206,2022-12-01,0,,
SW0206,2023-01-01,0,,
SW0206,2023-02-01,0,,
SW0206,2023-03-01,0,,
SW0206,2023-04-01,0,,
SW0206,2023-05-01,1.78,,
SW0206,2023-06-01,63.9,,
SW0206,2023-07-01,198.21,,
SW0206,2023-08-01,2.85,,
SW0206,2023-09-01,63.47,,
SW0262,2022-10-01,0,,
SW0262,2022-11-01,0,,
SW0262,2022-12-01,0,,
SW0262,2023-01-01,0,,
SW0262,2023-02-01,0,,
SW0262,2023-03-01,0,,
SW0262,2023-04-01,0,,
SW0262,2023-05-01,0,,
SW0262,2023-06-01,0,,
SW0262,2023-07-01,0,,
SW0262,2023-08-01,0,,
SW0262,2023-09-01,0,,
SW0286,2022-10-01,0,,
SW0286,2022-11-01,0,,
SW0286,2022-12-01,0,,
SW0286,2023-01-01,0,,
SW0286,2023-02-01,0,,
SW0286,2023-03-01,0,,
SW0286,2023-04-01,0,,
SW0286,2023-05-01,314.7,,
SW0286,2023-06-01,606.27,,
SW0286,2023-07-01,784.6,,
SW0286,2023-08-01,523.34,,
SW0286,2023-09-01,68.29,,
SW0131,2022-10-01,0,,
SW0131,2022-11-01,0,,
SW0131,2022-12-01,0,,
SW0131,2023-01-01,0,,
SW0131,2023-02-01,0,,
SW0131,2023-03-01,0.78,,
SW0131,2023-04-01,177.7,,
SW0131,2023-05-01,223.4,,
SW0131,2023-06-01,249,,
SW0131,2023-07-01,247.26,,
SW0131,2023-08-01,292.43,,
SW0131,2023-09-01,304.15,,
SW0187,2022-10-01,9.99,,
SW0244,2022-10-01,0,,
SW0244,2022-11-01,0,,
SW0244,2022-12-01,0,,
SW0244,2023-01-01,0,,
SW0244,2023-02-01,0,,
SW0244,2023-03-01,0,,
SW0244,2023-04-01,0,,
SW0244,2023-05-01,72.79,,
SW0244,2023-06-01,71.36,,
SW0244,2023-07-01,149.24,,
SW0244,2023-08-01,456.04,,
SW0244,2023-09-01,0,,
SW0130,2022-10-01,0,,
SW0130,2022-11-01,0,,
SW0130,2022-12-01,0,,
SW0130,2023-01-01,0,,
SW0130,2023-02-01,0,,
SW0130,2023-03-01,0,,
SW0130,2023-04-01,0,,
SW0130,2023-05-01,0,,
SW0130,2023-06-01,0,,
SW0130,2023-07-01,12.03,,
SW0130,2023-08-01,33.46,,
SW0130,2023-09-01,39.4,,
SW0077,2022-10-01,9810.94,,
SW0077,2022-11-01,7233.14,,
SW0077,2022-12-01,7906.72,,
SW0077,2023-01-01,17337.52,,
SW0077,2023-02-01,13590.53,,
SW0077,2023-03-01,34002.46,,
SW0077,2023-04-01,38355.14,,
SW0077,2023-05-01,50813.83,,
SW0077,2023-06-01,64057.76,,
SW0077,2023-07-01,51755.33,,
SW0077,2023-08-01,38595.26,,
SW0077,2023-09-01,26469.86,,
SW0041,2022-10-01,0,,
SW0041,2022-11-01,0,,
SW0041,2022-12-01,24.93,,
SW0041,2023-01-01,59.19,,
SW0041,2023-02-01,44.75,,
SW0041,2023-03-01,89.14,,
SW0041,2023-04-01,200.64,,
SW0041,2023-05-01,223.52,,
SW0041,2023-06-01,55.18,,
SW0041,2023-07-01,79.17,,
SW0041,2023-08-01,90.47,,
SW0041,2023-09-01,94.81,,
SW0270,2022-10-01,0,,
SW0270,2022-11-01,0,,
SW0270,2022-12-01,0,,
SW0270,2023-01-01,0,,
SW0270,2023-02-01,0,,
SW0270,2023-03-01,0,,
SW0270,2023-04-01,0,,
SW0270,2023-05-01,177.16,,
SW0270,2023-06-01,590.62,,
SW0270,2023-07-01,981.92,,
SW0270,2023-08-01,837.98,,
SW0270,2023-09-01,0,,
SW0272,2022-10-01,0,,
SW0272,2022-11-01,0,,
SW0272,2022-12-01,0,,
SW0272,2023-01-01,0,,
SW0272,2023-02-01,0,,
SW0272,2023-03-01,228.1,,
SW0272,2023-04-01,0,,
SW0272,2023-05-01,311.09,,
SW0272,2023-06-01,360.34,,
SW0272,2023-07-01,1247.74,,
SW0272,2023-08-01,1557.26,,
SW0272,2023-09-01,1603.03,,
SW0098,2022-10-01,0,,
SW0098,2022-11-01,0,,
SW0098,2022-12-01,7.26,,
SW0098,2023-01-01,17.77,,
SW0098,2023-02-01,0.5,,
SW0098,2023-03-01,64.05,,
SW0098,2023-04-01,71.44,,
SW0098,2023-05-01,83.91,,
SW0098,2023-06-01,73.29,,
SW0098,2023-07-01,11.48,,
SW0098,2023-08-01,14.77,,
SW0098,2023-09-01,1.73,,
SW0189,2022-10-01,0.23,,
SW0254,2022-10-01,0,,
SW0254,2022-11-01,0,,
SW0254,2022-12-01,0,,
SW0254,2023-01-01,0,,
SW0254,2023-02-01,0,,
SW0254,2023-03-01,0,,
SW0254,2023-04-01,0,,
SW0254,2023-05-01,0,,
SW0254,2023-06-01,0,,
SW0254,2023-07-01,0,,
SW0254,2023-08-01,0,,
SW0254,2023-09-01,0,,
SW0255,2022-10-01,0,,
SW0255,2022-11-01,0,,
SW0255,2022-12-01,0,,
SW0255,2023-01-01,0,,
SW0255,2023-02-01,0,,
SW0255,2023-03-01,0,,
SW0255,2023-04-01,0,,
SW0255,2023-05-01,17.15,,
SW0255,2023-06-01,97.36,,
SW0255,2023-07-01,203.1,,
SW0255,2023-08-01,182.13,,
SW0255,2023-09-01,0,,
SW0040,2022-10-01,210.37,,
SW0040,2022-11-01,254.84,,
SW0040,2022-12-01,244.46,,
SW0040,2023-01-01,151.09,,
SW0040,2023-02-01,53.49,,
SW0040,2023-03-01,118.88,,
SW0040,2023-04-01,192.49,,
SW0040,2023-05-01,232.51,,
SW0040,2023-06-01,217.06,,
SW0040,2023-07-01,224.31,,
SW0040,2023-08-01,180.18,,
SW0040,2023-09-01,168.46,,
SW0042,2022-10-01,58.09,,
SW0042,2022-11-01,80.13,,
SW0042,2022-12-01,21.22,,
SW0042,2023-01-01,15.96,,
SW0042,2023-02-01,3.89,,
SW0042,2023-03-01,30.61,,
SW0042,2023-04-01,18.48,,
SW0042,2023-05-01,185.22,,
SW0042,2023-06-01,194.93,,
SW0042,2023-07-01,201.34,,
SW0042,2023-08-01,164.01,,
SW0042,2023-09-01,189.38,,
SW0199,2022-10-01,0,,
SW0199,2022-11-01,0,,
SW0199,2022-12-01,0,,
SW0199,2023-01-01,0,,
SW0199,2023-02-01,0,,
SW0199,2023-03-01,0,,
SW0199,2023-04-01,0,,
SW0199,2023-05-01,229.92,,
SW0199,2023-06-01,3.27,,
SW0199,2023-07-01,197.26,,
SW0199,2023-08-01,5.95,,
SW0199,2023-09-01,0,,
SW0237,2022-10-01,0,,
SW0237,2022-11-01,0,,
SW0237,2022-12-01,0,,
SW0237,2023-01-01,0,,
SW0237,2023-02-01,0,,
SW0237,2023-03-01,0,,
SW0237,2023-04-01,0,,
SW0237,2023-05-01,136.74,,
SW0237,2023-06-01,194.68,,
SW0237,2023-07-01,214.4,,
SW0237,2023-08-01,166.38,,
SW0237,2023-09-01,0,,
SW0005,2022-10-01,32.19,,
SW0005,2022-11-01,42.82,,
SW0005,2022-12-01,38.79,,
SW0005,2023-01-01,44.42,,
SW0005,2023-02-01,38.06,,
SW0005,2023-03-01,140.12,,
SW0005,2023-04-01,116.48,,
SW0005,2023-05-01,104.68,,
SW0005,2023-06-01,233.03,,
SW0005,2023-07-01,474.42,,
SW0005,2023-08-01,338.12,,
SW0005,2023-09-01,286.91,,
SW0007,2022-10-01,0,,
SW0007,2022-11-01,0,,
SW0007,2022-12-01,0,,
SW0007,2023-01-01,6.32,,
SW0007,2023-02-01,4.36,,
SW0007,2023-03-01,318.45,,
SW0007,2023-04-01,65.01,,
SW0007,2023-05-01,495.79,,
SW0007,2023-06-01,920.98,,
SW0007,2023-07-01,1545.57,,
SW0007,2023-08-01,1423.64,,
SW0007,2023-09-01,241.16,,
SW0141,2022-10-01,0,,
SW0141,2022-11-01,0,,
SW0141,2022-12-01,0,,
SW0141,2023-01-01,0,,
SW0141,2023-02-01,0,,
SW0141,2023-03-01,0,,
SW0141,2023-04-01,0,,
SW0141,2023-05-01,35.97,,
SW0141,2023-06-01,55.4,,
SW0141,2023-07-01,106.94,,
SW0141,2023-08-01,12.48,,
SW0141,2023-09-01,36.16,,
SW0217,2022-10-01,241.25,,
SW0217,2022-11-01,16.07,,
SW0217,2022-12-01,20.55,,
SW0217,2023-01-01,26.1,,
SW0217,2023-02-01,30.46,,
SW0217,2023-03-01,214.27,,
SW0217,2023-04-01,545.66,,
SW0217,2023-05-01,585.96,,
SW0217,2023-06-01,380.8,,
SW0217,2023-07-01,607.89,,
SW0217,2023-08-01,208.36,,
SW0217,2023-09-01,194.81,,
SW0263,2022-10-01,0,,
SW0263,2022-11-01,0,,
SW0263,2022-12-01,0,,
SW0263,2023-01-01,0,,
SW0263,2023-02-01,0,,
SW0263,2023-03-01,0,,
SW0263,2023-04-01,0,,
SW0263,2023-05-01,0,,
SW0263,2023-06-01,0,,
SW0263,2023-07-01,0,,
SW0263,2023-08-01,0,,
SW0263,2023-09-01,0,,
SW0279,2022-10-01,0,,
SW0279,2022-11-01,0,,
SW0279,2022-12-01,0,,
SW0279,2023-01-01,0,,
SW0279,2023-02-01,0,,
SW0279,2023-03-01,15.27,,
SW0279,2023-04-01,9.66,,
SW0279,2023-05-01,14.48,,
SW0279,2023-06-01,20.67,,
SW0279,2023-07-01,99.83,,
SW0279,2023-08-01,43.26,,
SW0279,2023-09-01,24.26,,
SW0280,2022-10-01,0,,
SW0280,2022-11-01,0,,
SW0280,2022-12-01,0,,
SW0280,2023-01-01,0,,
SW0280,2023-02-01,0,,
SW0280,2023-03-01,21.3,,
SW0280,2023-04-01,0,,
SW0280,2023-05-01,0,,
SW0280,2023-06-01,9.32,,
SW0280,2023-07-01,31.83,,
SW0280,2023-08-01,52.69,,
SW0280,2023-09-01,13.78,,
SW0289,2022-10-01,0,,
SW0289,2022-11-01,0,,
SW0289,2022-12-01,0,,
SW0289,2023-01-01,0,,
SW0289,2023-02-01,0,,
SW0289,2023-03-01,0,,
SW0289,2023-04-01,0,,
SW0289,2023-05-01,14.12,,
SW0289,2023-06-01,9,,
SW0289,2023-07-01,81.75,,
SW0289,2023-08-01,0,,
SW0289,2023-09-01,0,,
SW0006,2022-10-01,510.35,,
SW0006,2022-11-01,163.42,,
SW0006,2022-12-01,154.71,,
SW0006,2023-01-01,159.87,,
SW0006,2023-02-01,144.4,,
SW0006,2023-03-01,251.91,,
SW0006,2023-04-01,0,,
SW0006,2023-05-01,0,,
SW0006,2023-06-01,0,,
SW0006,2023-07-01,0,,
SW0006,2023-08-01,0,,
SW0006,2023-09-01,0,,
SW0068,2022-10-01,137.73,,
SW0068,2022-11-01,111.37,,
SW0068,2022-12-01,153.38,,
SW0068,2023-01-01,242.47,,
SW0068,2023-02-01,192.44,,
SW0068,2023-03-01,411.76,,
SW0068,2023-04-01,1019.82,,
SW0068,2023-05-01,2830.59,,
SW0068,2023-06-01,3471.9,,
SW0068,2023-07-01,4218.56,,
SW0068,2023-08-01,2649.28,,
SW0068,2023-09-01,838.51,,
SW0215,2022-10-01,0,,
SW0215,2022-11-01,0,,
SW0215,2022-12-01,0,,
SW0215,2023-01-01,0,,
SW0215,2023-02-01,0,,
SW0215,2023-03-01,130.92,,
SW0215,2023-04-01,432.72,,
SW0215,2023-05-01,618.63,,
SW0215,2023-06-01,638.13,,
SW0215,2023-07-01,635.34,,
SW0215,2023-08-01,199.15,,
SW0215,2023-09-01,49.29,,
SW0246,2022-10-01,0,,
SW0246,2022-11-01,0,,
SW0246,2022-12-01,0,,
SW0246,2023-01-01,0,,
SW0246,2023-02-01,0,,
SW0246,2023-03-01,0,,
SW0246,2023-04-01,0,,
SW0246,2023-05-01,0,,
SW0246,2023-06-01,0,,
SW0246,2023-07-01,0,,
SW0246,2023-08-01,0,,
SW0246,2023-09-01,0,,
SW0297,2022-10-01,0,,
SW0297,2022-11-01,0,,
SW0297,2022-12-01,0,,
SW0297,2023-01-01,0,,
SW0297,2023-02-01,0,,
SW0297,2023-03-01,0,,
SW0297,2023-04-01,0,,
SW0297,2023-05-01,24.28,,
SW0297,2023-06-01,85.49,,
SW0297,2023-07-01,367.39,,
SW0297,2023-08-01,245.87,,
SW0297,2023-09-01,170.92,,
SW0016,2022-10-01,0,,
SW0016,2022-11-01,0,,
SW0016,2022-12-01,0,,
SW0016,2023-01-01,1.28,,
SW0016,2023-02-01,0.12,,
SW0016,2023-03-01,106.51,,
SW0016,2023-04-01,160.01,,
SW0016,2023-05-01,558.77,,
SW0016,2023-06-01,726.78,,
SW0016,2023-07-01,669.98,,
SW0016,2023-08-01,303.65,,
SW0016,2023-09-01,121.66,,
SW0065,2022-10-01,24.5,,
SW0065,2022-11-01,17.38,,
SW0065,2022-12-01,20.53,,
SW0065,2023-01-01,104.92,,
SW0065,2023-02-01,87.67,,
SW0065,2023-03-01,229.88,,
SW0065,2023-04-01,599.31,,
SW0065,2023-05-01,1789.81,,
SW0065,2023-06-01,1654.69,,
SW0065,2023-07-01,1491.3,,
SW0065,2023-08-01,1186.4,,
SW0065,2023-09-01,963.46,,
SW0198,2022-10-01,0,,
SW0198,2022-11-01,0,,
SW0198,2022-12-01,0,,
SW0198,2023-01-01,0,,
SW0198,2023-02-01,0,,
SW0198,2023-03-01,0,,
SW0198,2023-04-01,0,,
SW0198,2023-05-01,337.17,,
SW0198,2023-06-01,21.02,,
SW0198,2023-07-01,3.07,,
SW0198,2023-08-01,0,,
SW0198,2023-09-01,0,,
SW0253,2022-10-01,0,,
SW0253,2022-11-01,0,,
SW0253,2022-12-01,0,,
SW0253,2023-01-01,0,,
SW0253,2023-02-01,0,,
SW0253,2023-03-01,0,,
SW0253,2023-04-01,0,,
SW0253,2023-05-01,0,,
SW0253,2023-06-01,0,,
SW0253,2023-07-01,0,,
SW0253,2023-08-01,0,,
SW0253,2023-09-01,0,,
SW0298,2022-10-01,0,,
SW0298,2022-11-01,0,,
SW0298,2022-12-01,0,,
SW0298,2023-01-01,0,,
SW0298,2023-02-01,0,,
SW0298,2023-03-01,0,,
SW0298,2023-04-01,0,,
SW0298,2023-05-01,92.39,,
SW0298,2023-06-01,257.47,,
SW0298,2023-07-01,302.46,,
SW0298,2023-08-01,272.31,,
SW0298,2023-09-01,267.03,,
SW0078,2022-10-01,140.6,,
SW0078,2022-11-01,152.03,,
SW0078,2022-12-01,185.72,,
SW0078,2023-01-01,298.54,,
SW0078,2023-02-01,160.06,,
SW0078,2023-03-01,469.74,,
SW0078,2023-04-01,402.55,,
SW0078,2023-05-01,662.98,,
SW0078,2023-06-01,1083.12,,
SW0078,2023-07-01,1443.03,,
SW0078,2023-08-01,1131.47,,
SW0078,2023-09-01,778.82,,
SW0017,2022-10-01,208.92,,
SW0017,2022-11-01,170.66,,
SW0017,2022-12-01,194.89,,
SW0017,2023-01-01,470.22,,
SW0017,2023-02-01,236.31,,
SW0017,2023-03-01,803.14,,
SW0017,2023-04-01,864.42,,
SW0017,2023-05-01,2735.2,,
SW0017,2023-06-01,4107.4,,
SW0017,2023-07-01,6291.22,,
SW0017,2023-08-01,4831.7,,
SW0017,2023-09-01,2239.53,,
SW0019,2022-10-01,256.42,,
SW0019,2022-11-01,255.54,,
SW0019,2022-12-01,291.59,,
SW0019,2023-01-01,342.13,,
SW0019,2023-02-01,260.71,,
SW0019,2023-03-01,502.46,,
SW0019,2023-04-01,531.42,,
SW0019,2023-05-01,1173.96,,
SW0019,2023-06-01,1927.17,,
SW0019,2023-07-01,3159.04,,
SW0019,2023-08-01,2327.78,,
SW0019,2023-09-01,1333.26,,
SW0022,2022-10-01,8.54,,
SW0022,2022-11-01,11.43,,
SW0022,2022-12-01,10.17,,
SW0022,2023-01-01,0,,
SW0022,2023-02-01,0,,
SW0022,2023-03-01,1.25,,
SW0022,2023-04-01,10.85,,
SW0022,2023-05-01,12.83,,
SW0022,2023-06-01,17.77,,
SW0022,2023-07-01,20.41,,
SW0022,2023-08-01,13.32,,
SW0022,2023-09-01,0,,
SW0028,2022-10-01,0,,
SW0028,2022-11-01,0,,
SW0028,2022-12-01,0,,
SW0028,2023-01-01,2.35,,
SW0028,2023-02-01,0,,
SW0028,2023-03-01,0.08,,
SW0028,2023-04-01,38.79,,
SW0028,2023-05-01,72.13,,
SW0028,2023-06-01,72.54,,
SW0028,2023-07-01,56.86,,
SW0028,2023-08-01,70.57,,
SW0028,2023-09-01,59.61,,
SW0066,2022-10-01,129.21,,
SW0066,2022-11-01,7.18,,
SW0066,2022-12-01,64.78,,
SW0066,2023-01-01,111.27,,
SW0066,2023-02-01,299.42,,
SW0066,2023-03-01,510.61,,
SW0066,2023-04-01,253.99,,
SW0066,2023-05-01,0.49,,
SW0066,2023-06-01,0,,
SW0066,2023-07-01,0,,
SW0066,2023-08-01,0,,
SW0066,2023-09-01,0,,
SW0092,2022-10-01,0,,
SW0092,2022-11-01,0,,
SW0092,2022-12-01,0,,
SW0092,2023-01-01,0.26,,
SW0092,2023-02-01,1.59,,
SW0092,2023-03-01,4.14,,
SW0092,2023-04-01,5.44,,
SW0092,2023-05-01,13.46,,
SW0092,2023-06-01,14.16,,
SW0092,2023-07-01,18.31,,
SW0092,2023-08-01,19.55,,
SW0092,2023-09-01,16.27,,
SW0362,2022-10-01,13,,
SW0362,2022-11-01,227,,
SW0362,2022-12-01,695,,
SW0362,2023-01-01,1216,,
SW0362,2023-02-01,857,,
SW0362,2023-03-01,438,,
SW0362,2023-04-01,0,,
SW0362,2023-05-01,0,,
SW0362,2023-06-01,0,,
SW0362,2023-07-01,0,,
SW0362,2023-08-01,931,,
SW0362,2023-09-01,2143,,
SW0377,2022-10-01,0,,
SW0377,2022-11-01,0,,
SW0377,2022-12-01,0,,
SW0377,2023-01-01,0,,
SW0377,2023-02-01,0,,
SW0377,2023-03-01,244.56,,
SW0377,2023-04-01,29.75,,
SW0377,2023-05-01,263.68,,
SW0377,2023-06-01,461.87,,
SW0377,2023-07-01,732.97,,
SW0377,2023-08-01,750.86,,
SW0377,2023-09-01,90.05,,
SW0025,2022-10-01,31.27,,
SW0025,2022-11-01,23.99,,
SW0025,2022-12-01,29.38,,
SW0025,2023-01-01,117.44,,
SW0025,2023-02-01,26.73,,
SW0025,2023-03-01,116.8,,
SW0025,2023-04-01,211.25,,
SW0025,2023-05-01,339.09,,
SW0025,2023-06-01,238.11,,
SW0025,2023-07-01,342.35,,
SW0025,2023-08-01,197.22,,
SW0025,2023-09-01,146.8,,
SW0030,2022-10-01,0,,
SW0030,2022-11-01,0,,
SW0030,2022-12-01,0,,
SW0030,2023-01-01,0,,
SW0030,2023-02-01,0,,
SW0030,2023-03-01,0,,
SW0030,2023-04-01,0,,
SW0030,2023-05-01,54.38,,
SW0030,2023-06-01,131.56,,
SW0030,2023-07-01,8.09,,
SW0030,2023-08-01,0.4,,
SW0030,2023-09-01,0,,
SW0031,2022-10-01,141.9,,
SW0031,2022-11-01,126.91,,
SW0031,2022-12-01,145.15,,
SW0031,2023-01-01,173.2,,
SW0031,2023-02-01,147.83,,
SW0031,2023-03-01,255.72,,
SW0031,2023-04-01,243.2,,
SW0031,2023-05-01,489.92,,
SW0031,2023-06-01,677.12,,
SW0031,2023-07-01,629.24,,
SW0031,2023-08-01,455.67,,
SW0031,2023-09-01,396.24,,
SW0033,2022-10-01,0,,
SW0033,2022-11-01,0,,
SW0033,2022-12-01,0,,
SW0033,2023-01-01,34.3,,
SW0033,2023-02-01,0,,
SW0033,2023-03-01,53.56,,
SW0033,2023-04-01,5.52,,
SW0033,2023-05-01,56.41,,
SW0033,2023-06-01,556.82,,
SW0033,2023-07-01,2178.02,,
SW0033,2023-08-01,926.83,,
SW0033,2023-09-01,106.12,,
SW0049,2022-10-01,8205.38,,
SW0049,2022-11-01,8001.92,,
SW0049,2022-12-01,8627.62,,
SW0049,2023-01-01,16781.98,,
SW0049,2023-02-01,13599.14,,
SW0049,2023-03-01,21812.44,,
SW0049,2023-04-01,37297.66,,
SW0049,2023-05-01,45736.48,,
SW0049,2023-06-01,46320.49,,
SW0049,2023-07-01,43443.93,,
SW0049,2023-08-01,29164.73,,
SW0049,2023-09-01,22312.78,,
SW0152,2022-10-01,0,,
SW0152,2022-11-01,0,,
SW0152,2022-12-01,0,,
SW0152,2023-01-01,0,,
SW0152,2023-02-01,0,,
SW0152,2023-03-01,90.32,,
SW0152,2023-04-01,0,,
SW0152,2023-05-01,0,,
SW0152,2023-06-01,145.78,,
SW0152,2023-07-01,53.55,,
SW0152,2023-08-01,134.38,,
SW0152,2023-09-01,0,,
SW0154,2022-10-01,0,,
SW0154,2022-11-01,0,,
SW0154,2022-12-01,0,,
SW0154,2023-01-01,0,,
SW0154,2023-02-01,0,,
SW0154,2023-03-01,212.77,,
SW0154,2023-04-01,0,,
SW0154,2023-05-01,9888.63,,
SW0154,2023-06-01,10478.68,,
SW0154,2023-07-01,2569.59,,
SW0154,2023-08-01,3866.78,,
SW0154,2023-09-01,0,,
SW0326,2022-10-01,2215,,
SW0326,2022-11-01,479,,
SW0326,2022-12-01,97,,
SW0326,2023-01-01,58,,
SW0326,2023-02-01,73,,
SW0326,2023-03-01,536,,
SW0326,2023-04-01,4171,,
SW0326,2023-05-01,2585,,
SW0326,2023-06-01,1271,,
SW0326,2023-07-01,2364,,
SW0326,2023-08-01,182,,
SW0326,2023-09-01,132,,
SW0409,2022-10-01,0,,
SW0409,2022-11-01,0,,
SW0409,2022-12-01,0,,
SW0409,2023-01-01,0,,
SW0409,2023-02-01,0,,
SW0409,2023-03-01,0,,
SW0409,2023-04-01,3.22,,
SW0409,2023-05-01,4.18,,
SW0409,2023-06-01,3.43,,
SW0409,2023-07-01,3.63,,
SW0409,2023-08-01,4.33,,
SW0409,2023-09-01,4.7,,
SW0018,2022-10-01,206.19,,
SW0018,2022-11-01,163.27,,
SW0018,2022-12-01,231.65,,
SW0018,2023-01-01,580.31,,
SW0018,2023-02-01,287.3,,
SW0018,2023-03-01,1122.27,,
SW0018,2023-04-01,865.59,,
SW0018,2023-05-01,2782.62,,
SW0018,2023-06-01,3887.13,,
SW0018,2023-07-01,5642.26,,
SW0018,2023-08-01,3555.59,,
SW0018,2023-09-01,1910.21,,
SW0082,2022-10-01,0,,
SW0082,2022-11-01,0,,
SW0082,2022-12-01,0,,
SW0082,2023-01-01,0.03,,
SW0082,2023-02-01,0,,
SW0082,2023-03-01,0.93,,
SW0082,2023-04-01,7.15,,
SW0082,2023-05-01,883.19,,
SW0082,2023-06-01,950.08,,
SW0082,2023-07-01,129.92,,
SW0082,2023-08-01,41.65,,
SW0082,2023-09-01,0,,
SW0086,2022-10-01,0,,
SW0086,2022-11-01,0,,
SW0086,2022-12-01,0,,
SW0086,2023-01-01,757.22,,
SW0086,2023-02-01,0,,
SW0086,2023-03-01,0,,
SW0086,2023-04-01,0,,
SW0086,2023-05-01,0,,
SW0086,2023-06-01,0,,
SW0086,2023-07-01,0,,
SW0086,2023-08-01,0,,
SW0086,2023-09-01,0,,
SW0091,2022-10-01,0.11,,
SW0091,2022-11-01,0.14,,
SW0091,2022-12-01,0.17,,
SW0091,2023-01-01,0.2,,
SW0091,2023-02-01,1.73,,
SW0091,2023-03-01,4.59,,
SW0091,2023-04-01,19.17,,
SW0091,2023-05-01,28.92,,
SW0091,2023-06-01,32.86,,
SW0091,2023-07-01,27.95,,
SW0091,2023-08-01,27.94,,
SW0091,2023-09-01,15.01,,
SW0151,2022-10-01,0,,
SW0151,2022-11-01,0,,
SW0151,2022-12-01,0,,
SW0151,2023-01-01,0,,
SW0151,2023-02-01,0,,
SW0151,2023-03-01,0,,
SW0151,2023-04-01,0,,
SW0151,2023-05-01,0,,
SW0151,2023-06-01,0,,
SW0151,2023-07-01,0,,
SW0151,2023-08-01,0,,
SW0151,2023-09-01,0,,
SW0365,2022-10-01,577.19,,
SW0365,2022-11-01,416.53,,
SW0365,2022-12-01,368.92,,
SW0365,2023-01-01,362.98,,
SW0365,2023-02-01,333.22,,
SW0365,2023-03-01,610.91,,
SW0365,2023-04-01,595.04,,
SW0365,2023-05-01,392.73,,
SW0365,2023-06-01,178.51,,
SW0365,2023-07-01,184.46,,
SW0365,2023-08-01,275.7,,
SW0365,2023-09-01,654.54,,
SW0085,2022-10-01,1.94,,
SW0085,2022-11-01,1.63,,
SW0085,2022-12-01,1.68,,
SW0085,2023-01-01,0.02,,
SW0085,2023-02-01,4.2,,
SW0085,2023-03-01,4.73,,
SW0085,2023-04-01,14.84,,
SW0085,2023-05-01,17.65,,
SW0085,2023-06-01,18.27,,
SW0085,2023-07-01,18,,
SW0085,2023-08-01,18,,
SW0085,2023-09-01,18,,
SW0150,2022-10-01,0,,
SW0150,2022-11-01,0,,
SW0150,2022-12-01,0,,
SW0150,2023-01-01,0,,
SW0150,2023-02-01,0,,
SW0150,2023-03-01,0,,
SW0150,2023-04-01,0,,
SW0150,2023-05-01,0,,
SW0150,2023-06-01,0,,
SW0150,2023-07-01,10.91,,
SW0150,2023-08-01,0,,
SW0150,2023-09-01,0,,
SW0020,2022-10-01,5.7,,
SW0020,2022-11-01,10.12,,
SW0020,2022-12-01,13.28,,
SW0020,2023-01-01,22.31,,
SW0020,2023-02-01,28.16,,
SW0020,2023-03-01,223.66,,
SW0020,2023-04-01,63.74,,
SW0020,2023-05-01,269.96,,
SW0020,2023-06-01,663.25,,
SW0020,2023-07-01,476.26,,
